date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:13:35	131500/131500	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f92097f-201ac%22	https://cdn.mypanel.link/56cc9e/54sgpo6eyf7ol3xm.js	C:/Users/KaaJ/Downloads/kd1/cdn.mypanel.link/56cc9e/54sgpo6eyf7ol3xm.js	(from https://kd1s.com/)
07:13:35	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Nov%202022%2004:13:35%20GMT	https://cdn.mypanel.link/56cc9e/owl.video.play.png	C:/Users/KaaJ/Downloads/kd1/cdn.mypanel.link/56cc9e/owl.video.play.png	(from https://cdn.mypanel.link/56cc9e/364rhxjkwb6dieje.css)
07:13:36	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Nov%202022%2004:13:35%20GMT	https://cdn.mypanel.link/c7b27d/gbeuds2i5xngiuz0.png	C:/Users/KaaJ/Downloads/kd1/cdn.mypanel.link/c7b27d/gbeuds2i5xngiuz0.png	(from https://cdn.mypanel.link/56cc9e/n8caepay1qb2q63d.css)
07:15:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Nov%202022%2004:15:51%20GMT	https://kd1s.com/ar/services	C:/Users/KaaJ/Downloads/kd1/kd1s.com/ar/services.25.delayed	(from https://kd1s.com/services)
07:15:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Nov%202022%2004:15:52%20GMT	https://kd1s.com/ar/faq	C:/Users/KaaJ/Downloads/kd1/kd1s.com/ar/faq	(from https://kd1s.com/services)
07:15:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Nov%202022%2004:15:52%20GMT	https://kd1s.com/ar/terms	C:/Users/KaaJ/Downloads/kd1/kd1s.com/ar/terms	(from https://kd1s.com/services)
07:15:53	0/-1	---M--	301	error ('')			https://kd1s.com/ar/services	C:/Users/KaaJ/Downloads/kd1/kd1s.com/ar/services.28.delayed	(from https://kd1s.com/sign-up)
07:15:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Nov%202022%2004:15:52%20GMT	https://kd1s.com/ar/faq	C:/Users/KaaJ/Downloads/kd1/kd1s.com/ar/faq	(from https://kd1s.com/sign-up)
07:15:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Nov%202022%2004:15:53%20GMT	https://kd1s.com/ar/terms	C:/Users/KaaJ/Downloads/kd1/kd1s.com/ar/terms	(from https://kd1s.com/sign-up)
07:15:54	0/-1	---M--	301	error ('')			https://kd1s.com/ar/services	C:/Users/KaaJ/Downloads/kd1/kd1s.com/ar/services.2c.delayed	(from https://kd1s.com/faq)
07:15:54	850/850	---MC-	200	added ('OK')	text/javascript	date:Mon,%2028%20Nov%202022%2004:15:53%20GMT	https://www.google.com/recaptcha/api.js?hl=ar	C:/Users/KaaJ/Downloads/kd1/www.google.com/recaptcha/api562e.js	(from https://kd1s.com/sign-up)
